date,user_id,sex,age_skin_type,rate,content,product_url
10일 전,갓병욱,f,29세 · 민감성 ·,worst,"너무 따가워요... 쓰다보면 나아지겠거니 했는데 똑같이 따가워버려... 이 제품 쓰면서 정말 하나도 안 따가울 수가 있나요? 피부과에서 필링하면 지옥같은 고통이 한 차례 지나가고, 남아있는 잔고통 정도의 따끔함... 전 포기요",/product/11071
16일 전,씨없는포도,f,24세 · 민감성 ·,best,좀 비싸서 살 때 손 떨리지만 막상 사고 나면 잘 쓰는 제품,/product/11071
19일 전,눈썹을못그려서속쌍해,f,19세 · 복합성 ·,good,좋아요 좋아요 ㅠㅠ 피부가 완전 뒤집어졌을 때 피부에 좋다는 토너들을 찾다가 우연히 발견하게 되었습니다!!! 가격은 엄청나게 비싸지만 그래도 한 번 써볼만 해요 ㅠㅠ 쓸 때 살짝 따가울 때도 있지만 괜찮은 것 같습니다 ♡♡,/product/11071
26일 전,마음,f,23세 · 건성 ·,soso,굳이 이걸 써야하는점을 못느꼈음 아무런장점도 단점도 못느낌,/product/11071
26일 전,jota87,f,33세 · 민감성 ·,good,가격만 놓고 보면 정말 별로인데,/product/11071
2개월 전,레이첼93,f,27세 · 건성 ·,bad,그냥 순하고 닦토하기 좋은데 자꾸 꽃잎이 나와요..,/product/11071
2개월 전,솜털뽀송뀨,f,40세 · 중성 ·,soso,전 가격대비 좋은지 모르겠어요. 그냥 솜으로 닦아내는데 그냥저냥 쓸만은한데 다른 저렴이들이랑 큰 차이가 없네요.🤣 평범무난,/product/11071
2개월 전,민존,f,21세 · 지성 ·,bad,비싸게 샀는데 쓰자마자 바로 뒤집혔습니다;;,/product/11071
2개월 전,_호찌_,f,30세 · 중성 ·,best,거의 10통넘게 쓰고있음.,/product/11071
2개월 전,아이스바닐라라떼v,f,25세 · 복합성 ·,soso,친구가 엄청 좋다고 추천해줘서 면세 찬스로 시중가격보다 저렴하게 사서 사용해봤어요!,/product/11071
2개월 전,kzks,f,15세 · 중성 ·,soso,그냥저냥 보습도 잘되고 냄새도 좋고 나쁘지 않은 토너였어요 근데 가격대비로 치먄 그렇게 좋지는 않은것 같구요...,/product/11071
2개월 전,초롱이사랑이,f,20세 · 건성 ·,best,좋아요 비싼만큼 촉촉하고 정말 좋습니다,/product/11071
2개월 전,관안지,f,21세 · 민감성 ·,soso,제일 유명하고 좋은 토너래요.. 하지만 1년 동안 계속 쓰고 있는데도 모공 수축 효과 잘 안 보이고 돈이 아깝다 ㅠㅠ,/product/11071
4개월 전,뜌뜌뀨,f,33세 · 민감성 ·,good,가격 빼고는 다 좋은 토너에요.,/product/11071
4개월 전,민늉,f,26세 · 복합성 ·,good,"가격만 조금 저렴했다면 ,,,,",/product/11071
4개월 전,소쟁이,f,29세 · 민감성 ·,best,피부가 지성이면서 민감성이라서 오랫동안 시행착오를 겪다가 정착한 아이에요ㅜㅜ 가격이 있는 편이라서 면세찬스로 쟁이고 있습니다! 저와같은 피부타입이신 분께 추천해요!!,/product/11071
4개월 전,anewera,f,24세 · 민감성 ·,good,"순하고, 끈적임 없고, 수분도 적당히 채워주는 느낌이어서 재구매는 해볼 생각이에요 :)",/product/11071
4개월 전,하제로,f,20세 · 중성 ·,soso,여드름에 좋다고 추천받아서 썼는데 딱히 효과는 못 느꼈어요. 이거도 사람마다 다른건지 그냥 여드름이 더 나진 않지만 나아지게 하는거도 아닌 느낌?,/product/11071
4개월 전,나는제이,f,20세 · 복합성 ·,good,피부에 트러블이 올라 왔을 때 썼는데 그 다음 날 진정된 느낌을 받아서 좋았음,/product/11071
4개월 전,ssso02,f,26세 · 복합성 ·,good,흡수 빠르고 까먹고 크림안발라도 그다지 당김없음! 화장대 디피용으로도 넘 예븝니다 근데 냄새는 도무지 적응이안됨....,/product/11071
4개월 전,ㅎㅎㅎㅇㄹ,f,30세 · 민감성 ·,soso,한통을 다 쓰긴 했는데,/product/11071
5개월 전,Dolce9,f,30세 · 민감성 ·,bad,그저 물이군요. 이 쯤 끝내야 꽃잎이 예쁘게 남을 것 같으니 그만 쓸게요. 차라리 장식품으로 남아주시어요. 키엘 당신은 내게 인생클렌저 하나와 수많은 쓸모없템들을 동시에 안기는 모순 덩어리.,/product/11071
5개월 전,재이주아,f,23세 · 건성 ·,good,저는 이게 제 인생 토너인거같아요!!,/product/11071
5개월 전,냥지,f,29세 · 민감성 ·,good,홍차냄새 같은게 남,/product/11071
5개월 전,이바,f,23세 · 지성 ·,good,토너로서의 기능에 충실하다 하지만 너무 비싼가격... 피부 진정시키기에 참 좋다 그러기에 참 비싸긴하다 스킨팩하기에도 좋고 7스킨하기에도 좋다 근데 좀 많이 비싸다...,/product/11071
5개월 전,심쿵쓰율,f,30세 · 복합성 ·,good,여름이 되면 속당김이 심해 항상 사용하는 제품.,/product/11071
5개월 전,thej,f,25세 · 중성 ·,soso,좁쌀여드름이나 뾰루지가 나올때 솜에 적신 토너로 진정해주면 좋습니다 워낙 천연성분으로 유명한브랜드라 믿고 사용하고 있습니다 사용감 자체는 산뜻한거 보다는 쫀쫀했습니다 가격대가 워낙 있는 브랜드라 양도 적고 사용하기 아까워요 가성비 생각했을때 별로라고 생각이 드네요,/product/11071
5개월 전,우캬컁2,f,24세 · 복합성 ·,bad,꽃잎이 들어있대서 한번 써봤는데 생각보다 촉촉하지 않고 건조해요(이니스프리 블루베리 토너랑 비교해서),/product/11071
5개월 전,예에에예,f,25세 · 민감성 ·,bad,매우 비싼 제품이죠...면세점으로 샀는데 저에게 여드름을 선사한 제품... 만약 자신이 민감하다면 추천을 안드립니다 이 꽃자체가 안맞나봐요,/product/11071
5개월 전,ㅉㅁ몬,f,31세 · 건성 ·,good,토너를 딱 보면 그냥 일단 너무 이뻐요,/product/11071
5개월 전,bbansse,f,16세 · 지성 ·,best,역시 비싼건 비싼데 이유가 있죠 속당김 해결이 엄청 돼요 몇 번 두들겨주면 다른 제품 없이도 스킨로션 다 바른 느낌? 향은 약간 나무차 향이 나는데 그건 화장 하고 나면 다 없어져서 괜찮고 근데 안에 들어있는 꽃이 거슬려요,/product/11071
6개월 전,뭐가꽃인지모르겠어,f,29세 · 건성 ·,good,토너 안에 진짜 꽃잎이 들어있어요 이런 제품을 처음 사용해봐서 그런지 신기하고 좋더라구요. 안에 들어있는 꽃잎이 딸려나오기도 해서 뭔가 꽃잎물을 바르는 느낌이 들어서 좋아요.,/product/11071
6개월 전,히메나무,f,29세 · 지성 ·,good,레이어드해서 바르니까 촉촉한느낌이,/product/11071
6개월 전,BTS_,f,20세 · 지성 ·,best,와 진짜 피부가 한번에 흡수해서 지성인저에겐,/product/11071
6개월 전,아르미스,f,29세 · 복합성 ·,best,선물받아서 사용해봤는데 알코올도 없고 무엇보다 토너이지만 너무 촉촉해요!! 현재 다 쓰고 있는거 다 쓰고 제돈 내고 사려구요 ㅋㅋ 재구매의사 100% 입니당!,/product/11071
6개월 전,촤씨,f,25세 · 지성 ·,good,성분이 완전 좋은건 아니지만 예민한 피부임에도 불구하고 자극적이지 않아서 데일리로 좋았어요!,/product/11071
6개월 전,르미얼드,f,29세 · 복합성 ·,good,닦토로 좋은데 ㅜㅜ 가성비가 별로...,/product/11071
6개월 전,인생승리,f,30세 · 민감성 ·,bad,일단 다른 토너들과 다르게 물같은 가벼운 토너임에도 흡수력이 굉장히 좋습니다. 5스킨법을 사용하였는데 산뜻하게 마무리됩니다.,/product/11071
6개월 전,진이찌니,f,26세 · 복합성 ·,good,아무래도 가격이 아쉬워 처음 쓰시는 분들은 부담스럽다고 하시지만,/product/11071
6개월 전,hyung0501,f,28세 · 복합성 ·,bad,키엘 다른 제품살때 샘플로 받아서 몇번 써봄,/product/11071
6개월 전,몽가을,f,28세 · 복합성 ·,best,"키엘 특유의 깔끔한 패키지가 예뻐요! 성분이 완전 순한 건 아니지만, 개인적으로 안맞는 성분 몇개만 피하면 트러블 없는 타입이라 아 제품 잘 쓰고 있어요 흔들면 꽃잎이 하늘하늘 보이는 게 포인트예요 향도 좋고 촉촉하고 데일리로 쓰기 좋은 거 같아요 칼렌듈라 로 만든 화장품중엔 제일 먼저 생각나는 아이템!",/product/11071
6개월 전,손소이,f,35세 · 복합성 ·,good,성분은 그렇게 좋은건 아니지만 자극적이지 않고,/product/11071
2019.5.5,Dooram09,f,50세 · 복합성 ·,soso,"진정효과 있고 수분감도 있고 계속 쓰면 얼굴도 살짝 환해지긴 하는데 4스킨 이상 하면 피부에 자극이 되고, 가격도 비싼 편인데 마지막에 꽃잎이 남아서 자꾸 탈출하는 것도 싫어요.",/product/11071
2019.5.4,뽀공주,f,24세 · 복합성 ·,bad,나 피부 디게 좋았음 하얗고 잡티도 거의없었음,/product/11071
2019.5.3,하하하하하하핳,f,15세 · 복합성 ·,best,여드름이 사용 4달만에 거의 없어져서 완전 추천해요 7스킨하면 쫀쫀해요,/product/11071
2019.5.3,하유주,f,34세 · 지성 ·,best,화농성 여드름이 많이 났는데 이거 바르고 완전 좋아졌어요!!,/product/11071
2019.5.2,007apple,f,22세 · 복합성 ·,soso,좋긴 좋은데 솔직히 이 가격주고 살 정도는 아니에요.,/product/11071
2019.4.23,블랙밀크차,f,30세 · 복합성 ·,soso,차게 해서 얹으면 진정효과도 있는데 빨리 닳는 편이고 무엇보다..꽃잎..때문에 피부정돈이 잘 안되는 것 같습니다. 재구매 의사는 없음,/product/11071
2019.4.23,nicknameno,f,29세 · 복합성 ·,best,가격이 사악한 게 단점이지만 데일리토너로 아주 굿임. 자극 없이 순하고 촉촉함. 화장솜 적셔서 팩으로 얹어두면 촤악 진정됨. 꽃잎이 들어있어서 괜히 더 자연친화적인 느낌은 덤이랄까?,/product/11071
2019.4.23,옹다표범,f,32세 · 복합성 ·,best,스킨팩 하고 난 뒤 진정효과때문에 떨어지면 사고 떨어지면 사는 제품입니다! 스킨팩으로 해야 매력이 보여요!!,/product/11071
2019.4.22,씩씩한부엉이,f,32세 · 복합성 ·,soso,일단 용량이 완전 많아서 오래 잘 쓸거 같아요! 향은 카렌듈라향인데 진하게 안나고 거의 안나는 정도?? 완전 물제형이구요! 카렌듈라라 조금 보습을 생각했는데 그래서 겨울에 써야하는 줄 알았는데 진정에 좋다고해서 흠!! 했어요ㅋㅋ 걍 무난한 토너이고 가격이 좀 사악해요ㅠㅠ,/product/11071
2019.4.18,구의동라블리,f,30세 · 복합성 ·,best,믿고 쓰는 브랜드인 키엘. 특히 카란튤라 토너는 토너중 갑오브 갑인듯. 피부에 자극없고 속건성 바로 잡아줘서 넘나 좋은 것. 500미리 대용량으로 데일리 토너로 안성맞춤. 다만 가격이 10만원라는 사악함 ㅠㅡㅠ 흑흑 그래도 이 토너가 좋아서 맨날 직구로 구매함,/product/11071
2019.4.16,지농임당,m,25세 · 중성 ·,good,수분크림 구매하면서 받은 샘플만 사용해봤는데 개인적으로 좋았어요!,/product/11071
2019.4.8,말랑이이,f,21세 · 복합성 ·,good,"그냥 진정효과도 좋고 향도 좋도 여름에 쓰기 좋아요. 하지만 가격이 오바에요. 휴.....너무 비싸서 못쓰겠어요. 그래서 이 가격에는 그닥??이라는 생각도 들어요. 하지만 또 쓸거같기도... 일단 왠만한 토너들보다는 효과가 좋으닠가 욕도 못하고, 근데 가격은 비싸고ㅠㅠㅠㅠㅠㅠ",/product/11071
2019.4.8,호주의대생,f,23세 · 복합성 ·,best,비싸지만 정말 좋습니다. 설명서처럼 정말로 피지 조절에 도움되는 스킨은 처음이네요. 가볍고 수분까지 채워줌.,/product/11071
2019.4.6,o.mong,f,26세 · 복합성 ·,best,칼렌듈라 꽃잎이 들어있어서 사용할때 마다 기분 좋아지는 토너예요!! 향도 향긋하고 민감 피부에 확실히 잠재워 주는것 같아서 너무 좋아요😆,/product/11071
2019.4.3,ㄱㄱㄱㄱㄱㄱㄱㄱㄱ,f,30세 · 건성 ·,soso,보습력은 좋았지만 민감성 피부인 저는 제형이 무거워서인지 트러블이 났어요,/product/11071
2019.4.3,SDG3127,f,37세 · 복합성 ·,soso,진정에 좋다고 해서 수분팩 용도로 쓰려고 샀는데 저는 효과는 그저 그랬어요. 너무 기대했나봐요. 냉장고에 넣어두고 여름에 열 올랐을때 한번씩 쓰려구요.,/product/11071
2019.3.28,kimki8,f,20세 · 건성 ·,best,여름이 다 왔다니까 시원해요,/product/11071
2019.3.27,ㅏ가,f,21세 · 복합성 ·,best,가격이 너무 사악하지만 토너중 가장 촉촉하다고 느끼는 제품 쓰고나면 얼굴이 환해져서 좋음,/product/11071
2019.3.25,연희~,f,33세 · 복합성 ·,good,여름되면 생각나는 화장품,/product/11071
2019.3.24,ellyS2,f,23세 · 건성 ·,good,은은한 꽃향이 좋아요. 순해서 좋아요. 근데 마지막에 꽃잎이 자꾸 탈출을 해서 입구에 붙고 말라서 좀 더러워보여요...그거 외에는 좋아요.,/product/11071
2019.3.24,큐짱님,f,33세 · 복합성 ·,best,토너라고 다 같은 토너가 아님을 알게해준 제품👍🏻,/product/11071
2019.3.19,희야에요!,f,18세 · 복합성 ·,good,저 이거 완전 좋다고 할수있어요 트러블이 가장많이 났을시기에 이것만큼 편안하게 피부에 올릴수있는것도 없었구요 카렌듈라 꽃잎 때문인지 피부진정도 빠르게 되었어요 지금은 피부가 변해서 이게 잘 받지않게되었지만... 그래도 정말 추천하고픈 아이입니다,/product/11071
2019.3.19,lsj040129,f,16세 · 민감성 ·,good,여드름 짜고꙼̈ 이걸로 스킨팩했는데̄̈ 그 짓물을 좀 흡수해주고꙼̈ 피부를 진정시켜주는거 같아요 좋아요 근데̄̈ 가격에비해̄̈ 양이 좀 적은거 같아요,/product/11071
2019.3.18,윤슬2000,f,20세 · 복합성 ·,bad,저는 미스트로 사용했는데 얼굴이 화끈거렸어요.그리고 향도 호불호가 갈릴것같아요.,/product/11071
2019.3.17,무엉냐,f,28세 · 중성 ·,good,순하고 산뜻해요 가격은 비싼편이지만 흡수도 잘되고 잘쓰고있어요,/product/11071
2019.3.16,sss_hyun,f,16세 · 복합성 ·,best,스킨팩할때 좋아요 요즘가치 미세먼지 쩌는날 피부에게 휴식을 주기,/product/11071
2019.3.10,치요,f,32세 · 건성 ·,good,커밋뷰티페스티벌에서 샘플받아 쓰고있는데 '우와.이건진짜다.' 라는 생각이 뙇. 세안 후 이 토너만 발라줬는데 겉도 촉촉하고 속건조도 잘 잡아줘서 전혀 당김현상 없었어요. 완전 개건성피부인데 앰플이나 크림 발라주지않아도 될 정도! 향도 인공향이 아니라서 좋았구요. 가격이 최대 진입장벽인데 본품구매의사 100%입니다.,/product/11071
2019.3.8,2wntmdgh,m,27세 · 복합성 ·,soso,커밋뷰티 페스티벌에서 받아온 샘플인데,/product/11071
2019.3.7,보리평야,f,32세 · 건성 ·,best,칠스킨하려고 대용량으로 사서 사용중인데 진짜 좋아요,/product/11071
2019.3.5,Daisyeasy,f,24세 · 건성 ·,soso,이 토너가 트러블에도 좋고 홍조에도 좋고 여러모로 가격값한다길래 구입해서 지금 2주정도 사용중인데 그냥 무난무난한거 같아요. 찻잎? 자연적인 냄새가 나서 향은 너무 맘에 들어요ㅎㅎㅎ,/product/11071
2019.3.3,쑤쩡쓰,f,27세 · 민감성 ·,good,"꽃잎 이나 꽃성분이 안맞아서 불안했지만,",/product/11071
2019.3.1,박우진1102,f,17세 · 민감성 ·,best,#사요,/product/11071
2019.2.28,hrxxx,f,24세 · 건성 ·,best,진정효과 진짜 좋아요 가격 해외에서 사서 한국가격 10만원 넘는건 몰랐는데 저가격이어도 재구매할거에요! 화농성여드름인지 뭔지 하룻밤사이에 엄청 심하게 올라와서 아침에 열감 엄청 느껴졌을때 이거 화장솜에 듬뿍 적셔서 올려서 진정시켜주니까 열감 빠르게 내려갔어요.. 순하고 트러블도 안 나고 촉촉하고 향도 좋습니다 가끔 꽃잎 튀어나와서 사용하기 불편한 것만 빼면 정말 좋아요!!!!!,/product/11071
